Suburb,Type,Price,Distance,Zipcode,#Bedroom,#Bathroom,#-Car Garage,Lot_size,Region_name,Property_count
Carlton,h,840000,1.8,3053,2,1,0,66,Northern Metropolitan,6786
Carlton,h,1000000,1.6,3053,3,1,0,96,Northern Metropolitan,6786
Carlton,h,920000,1.6,3053,3,1,0,98,Northern Metropolitan,6786
Carlton,h,920000,1.6,3053,3,1,0,98,Northern Metropolitan,6786
Carlton,h,1460000,1.8,3053,2,1,0,99,Northern Metropolitan,6786
Carlton,h,1010000,1.8,3053,2,1,0,101,Northern Metropolitan,6786
Carlton,h,1662000,1.8,3053,3,1,0,118,Northern Metropolitan,6786
Carlton,h,920000,1.8,3053,3,1,0,121,Northern Metropolitan,6786
Carlton,h,1162000,1.8,3053,4,1,0,121,Northern Metropolitan,6786
Carlton,h,1117000,1.8,3053,2,1,0,128,Northern Metropolitan,6786
Carlton,h,1630100,1.8,3053,4,2,0,132,Northern Metropolitan,6786
Carlton,h,1616000,1.8,3053,4,1,0,152,Northern Metropolitan,6786
Carlton,h,1263000,1.6,3053,3,1,1,110,Northern Metropolitan,6786
Carlton,h,720000,1.8,3053,2,1,1,117,Northern Metropolitan,6786
Carlton,h,957000,1.8,3053,2,1,1,122,Northern Metropolitan,6786
Carlton,h,1170000,1.8,3053,2,1,1,144,Northern Metropolitan,6786
Carlton,h,2345000,1.8,3053,4,1,1,284,Northern Metropolitan,6786
Carlton,h,1600000,1.8,3053,4,2,1,635,Northern Metropolitan,6786
Carlton,u,720000,1.6,3053,2,1,1,3481,Northern Metropolitan,6786
Carlton,u,500000,1.8,3053,2,1,1,4076,Northern Metropolitan,6786
Carlton,h,1590000,1.8,3053,2,2,2,100,Northern Metropolitan,6786
Carlton,h,2033000,1.8,3053,2,2,2,123,Northern Metropolitan,6786
Carlton,h,1260000,1.8,3053,4,1,2,151,Northern Metropolitan,6786
Carlton,h,1760000,1.6,3053,3,2,2,151,Northern Metropolitan,6786
Carlton,u,1520000,1.8,3053,3,2,2,214,Northern Metropolitan,6786
Carlton,u,735000,1.8,3053,3,1,2,3455,Northern Metropolitan,6786
Carlton North,h,2050000,3.2,3054,3,2,0,84,Northern Metropolitan,3106
Carlton North,h,885000,3.2,3054,1,1,0,93,Northern Metropolitan,3106
Carlton North,h,1400000,3.5,3054,3,2,0,107,Northern Metropolitan,3106
Carlton North,h,1330000,3.2,3054,2,1,0,116,Northern Metropolitan,3106
Carlton North,h,1290000,3.2,3054,2,1,0,119,Northern Metropolitan,3106
Carlton North,h,1425000,3.2,3054,4,3,0,122,Northern Metropolitan,3106
Carlton North,h,1301000,3.2,3054,2,1,0,133,Northern Metropolitan,3106
Carlton North,h,880000,3.2,3054,2,1,0,142,Northern Metropolitan,3106
Carlton North,h,1501000,3.5,3054,2,1,0,152,Northern Metropolitan,3106
Carlton North,h,1614500,3.2,3054,3,1,0,167,Northern Metropolitan,3106
Carlton North,h,1540000,3.2,3054,3,1,0,169,Northern Metropolitan,3106
Carlton North,h,1550000,3.2,3054,4,1,0,202,Northern Metropolitan,3106
Carlton North,h,1717500,3.5,3054,3,1,0,202,Northern Metropolitan,3106
Carlton North,h,1280000,3.2,3054,3,1,0,203,Northern Metropolitan,3106
Carlton North,h,1628000,3.5,3054,3,1,0,216,Northern Metropolitan,3106
Carlton North,h,1300000,3.2,3054,4,1,0,223,Northern Metropolitan,3106
Carlton North,h,2400000,3.2,3054,1,2,0,413,Northern Metropolitan,3106
Carlton North,h,2175000,3.2,3054,3,1,0,418,Northern Metropolitan,3106
Carlton North,h,2718000,3.2,3054,4,2,0,538,Northern Metropolitan,3106
Carlton North,h,800000,3.2,3054,2,1,1,73,Northern Metropolitan,3106
Carlton North,h,910000,3.2,3054,3,1,1,100,Northern Metropolitan,3106
Carlton North,h,1280000,3.2,3054,3,1,1,131,Northern Metropolitan,3106
Carlton North,h,1214000,3.2,3054,3,3,1,144,Northern Metropolitan,3106
Carlton North,h,1955000,3.2,3054,3,2,1,163,Northern Metropolitan,3106
Carlton North,h,2400000,3.5,3054,4,1,1,163,Northern Metropolitan,3106
Carlton North,h,1690000,3.5,3054,2,1,1,173,Northern Metropolitan,3106
Carlton North,h,2210000,3.2,3054,2,2,1,190,Northern Metropolitan,3106
Carlton North,h,1520000,3.5,3054,2,1,1,193,Northern Metropolitan,3106
Carlton North,h,1725000,3.2,3054,2,1,1,210,Northern Metropolitan,3106
Carlton North,h,1950000,3.5,3054,3,1,1,309,Northern Metropolitan,3106
Carlton North,h,1840000,3.5,3054,3,1,1,311,Northern Metropolitan,3106
Carlton North,h,1330000,3.2,3054,3,1,1,314,Northern Metropolitan,3106
Carlton North,h,3450000,3.2,3054,4,2,1,515,Northern Metropolitan,3106
Carlton North,u,468000,3.2,3054,1,1,1,861,Northern Metropolitan,3106
Carlton North,t,765000,3.2,3054,2,1,1,1031,Northern Metropolitan,3106
Carlton North,h,1950000,3.2,3054,4,2,2,207,Northern Metropolitan,3106
Carlton North,h,2450000,3.2,3054,5,3,2,268,Northern Metropolitan,3106
Carlton North,h,1150000,3.2,3054,2,1,2,373,Northern Metropolitan,3106
Carlton North,h,2950000,3.2,3054,3,1,2,499,Northern Metropolitan,3106
Carlton North,h,2520000,3.2,3054,4,2,2,504,Northern Metropolitan,3106
Carnegie,h,1275000,11.4,3163,4,2,0,365,Southern Metropolitan,7822
Carnegie,u,603000,11.4,3163,2,1,1,2,Southern Metropolitan,7822
Carnegie,u,346000,11.4,3163,1,1,1,60,Southern Metropolitan,7822
Carnegie,u,600000,11.4,3163,2,1,1,73,Southern Metropolitan,7822
Carnegie,u,625000,11.4,3163,2,1,1,78,Southern Metropolitan,7822
Carnegie,u,632500,11.4,3163,2,1,1,99,Southern Metropolitan,7822
Carnegie,u,656000,11.4,3163,2,1,1,103,Southern Metropolitan,7822
Carnegie,t,700000,11.4,3163,2,2,1,106,Southern Metropolitan,7822
Carnegie,u,585000,11.4,3163,2,1,1,108,Southern Metropolitan,7822
Carnegie,u,545000,11.4,3163,2,1,1,109,Southern Metropolitan,7822
Carnegie,t,808000,11.4,3163,3,1,1,111,Southern Metropolitan,7822
Carnegie,t,850000,10.1,3163,2,2,1,117,Southern Metropolitan,7822
Carnegie,u,601000,11.4,3163,2,1,1,132,Southern Metropolitan,7822
Carnegie,t,795000,11.4,3163,2,2,1,133,Southern Metropolitan,7822
Carnegie,u,588000,11.4,3163,2,1,1,133,Southern Metropolitan,7822
Carnegie,u,765000,11.4,3163,2,1,1,134,Southern Metropolitan,7822
Carnegie,t,707000,11.4,3163,2,1,1,144,Southern Metropolitan,7822
Carnegie,u,680000,10.1,3163,2,1,1,145,Southern Metropolitan,7822
Carnegie,t,855000,11.4,3163,2,1,1,158,Southern Metropolitan,7822
Carnegie,u,737000,11.4,3163,2,1,1,165,Southern Metropolitan,7822
Carnegie,t,930000,11.4,3163,2,2,1,166,Southern Metropolitan,7822
Carnegie,u,650000,11.4,3163,2,1,1,174,Southern Metropolitan,7822
Carnegie,h,817500,11.4,3163,2,1,1,211,Southern Metropolitan,7822
Carnegie,u,1151000,10.1,3163,3,2,1,259,Southern Metropolitan,7822
Carnegie,h,930000,11.4,3163,2,1,1,264,Southern Metropolitan,7822
Carnegie,h,890000,11.4,3163,2,1,1,282,Southern Metropolitan,7822
Carnegie,u,920000,11.4,3163,3,2,1,283,Southern Metropolitan,7822
Carnegie,t,817500,10.1,3163,2,1,1,292,Southern Metropolitan,7822
Carnegie,u,1008000,11.4,3163,3,2,1,300,Southern Metropolitan,7822
Carnegie,u,286000,10.1,3163,1,1,1,314,Southern Metropolitan,7822
Carnegie,u,983500,11.4,3163,2,1,1,333,Southern Metropolitan,7822
Carnegie,h,1490000,11.4,3163,3,2,1,371,Southern Metropolitan,7822
Carnegie,h,1252000,11.4,3163,3,1,1,376,Southern Metropolitan,7822
Carnegie,h,1000000,11.4,3163,3,2,1,390,Southern Metropolitan,7822
Carnegie,h,920000,10.1,3163,2,1,1,431,Southern Metropolitan,7822
Carnegie,h,1840000,10.1,3163,3,2,1,483,Southern Metropolitan,7822
Carnegie,h,1441000,10.1,3163,2,1,1,551,Southern Metropolitan,7822
Carnegie,h,1900000,11.4,3163,5,3,1,564,Southern Metropolitan,7822
Carnegie,h,1424000,11.4,3163,2,1,1,575,Southern Metropolitan,7822
Carnegie,h,950000,11.4,3163,3,1,1,586,Southern Metropolitan,7822
Carnegie,h,1200000,11.4,3163,3,2,1,588,Southern Metropolitan,7822
Carnegie,h,1501000,11.4,3163,3,2,1,598,Southern Metropolitan,7822
Carnegie,h,1125000,11.4,3163,3,1,1,604,Southern Metropolitan,7822
Carnegie,h,1630000,10.1,3163,2,1,1,618,Southern Metropolitan,7822
Carnegie,h,1287000,11.4,3163,3,1,1,620,Southern Metropolitan,7822
Carnegie,h,1300000,11.4,3163,2,1,1,640,Southern Metropolitan,7822
Carnegie,h,1530000,10.1,3163,3,1,1,684,Southern Metropolitan,7822
Carnegie,h,1910000,11.4,3163,3,1,1,720,Southern Metropolitan,7822
Carnegie,h,1620000,11.4,3163,3,1,1,808,Southern Metropolitan,7822
Carnegie,h,1716000,11.4,3163,2,2,1,817,Southern Metropolitan,7822
Carnegie,u,480000,10.1,3163,2,1,1,830,Southern Metropolitan,7822
Carnegie,u,586000,11.4,3163,2,1,1,898,Southern Metropolitan,7822
Carnegie,u,468250,11.4,3163,2,1,1,912,Southern Metropolitan,7822
Carnegie,u,405000,11.4,3163,2,1,1,967,Southern Metropolitan,7822
Carnegie,t,860000,11.4,3163,3,2,1,1113,Southern Metropolitan,7822
Carnegie,u,316000,10.1,3163,1,1,1,1978,Southern Metropolitan,7822
Carnegie,u,430000,10.1,3163,2,1,1,2048,Southern Metropolitan,7822
Carnegie,u,381000,10.1,3163,1,1,1,2048,Southern Metropolitan,7822
Carnegie,u,620000,10.1,3163,2,1,2,158,Southern Metropolitan,7822
Carnegie,h,1050000,10.1,3163,3,1,2,184,Southern Metropolitan,7822
Carnegie,h,1350000,11.4,3163,1,2,2,265,Southern Metropolitan,7822
Carnegie,u,1105000,11.4,3163,3,2,2,271,Southern Metropolitan,7822
Carnegie,t,1201000,11.4,3163,4,2,2,273,Southern Metropolitan,7822
Carnegie,t,860000,11.4,3163,3,1,2,277,Southern Metropolitan,7822
Carnegie,h,1360000,11.4,3163,3,,2,282,Southern Metropolitan,7822
Carnegie,h,967500,11.4,3163,3,1,2,299,Southern Metropolitan,7822
Carnegie,t,1100000,11.4,3163,4,3,2,305,Southern Metropolitan,7822
Carnegie,h,907000,11.4,3163,2,1,2,316,Southern Metropolitan,7822
Carnegie,t,970000,11.4,3163,3,2,2,325,Southern Metropolitan,7822
Carnegie,t,1250000,10.1,3163,4,3,2,326,Southern Metropolitan,7822
Carnegie,h,1508000,10.1,3163,3,2,2,338,Southern Metropolitan,7822
Carnegie,h,1802100,11.4,3163,4,2,2,366,Southern Metropolitan,7822
Carnegie,h,1295000,11.4,3163,3,1,2,425,Southern Metropolitan,7822
Carnegie,h,1435000,10.1,3163,3,2,2,430,Southern Metropolitan,7822
Carnegie,h,1518000,11.4,3163,3,3,2,454,Southern Metropolitan,7822
Carnegie,h,1170000,11.4,3163,2,1,2,461,Southern Metropolitan,7822
Carnegie,h,1370000,10.1,3163,3,1,2,485,Southern Metropolitan,7822
Carnegie,h,1200000,11.4,3163,3,2,2,515,Southern Metropolitan,7822
Carnegie,h,896000,11.4,3163,2,1,2,543,Southern Metropolitan,7822
Carnegie,h,1420000,11.4,3163,3,2,2,554,Southern Metropolitan,7822
Carnegie,h,1450000,11.4,3163,4,2,2,557,Southern Metropolitan,7822
Carnegie,h,1550000,10.1,3163,3,2,2,557,Southern Metropolitan,7822
Carnegie,h,1510000,10.1,3163,3,2,2,560,Southern Metropolitan,7822
Carnegie,h,1506000,11.4,3163,4,2,2,561,Southern Metropolitan,7822
Carnegie,h,1390000,11.4,3163,3,2,2,585,Southern Metropolitan,7822
Carnegie,h,1655000,11.4,3163,4,2,2,595,Southern Metropolitan,7822
Carnegie,h,1570000,10.1,3163,3,2,2,602,Southern Metropolitan,7822
Carnegie,h,1430000,11.4,3163,3,2,2,603,Southern Metropolitan,7822
Carnegie,h,1500000,10.1,3163,3,2,2,603,Southern Metropolitan,7822
Carnegie,h,1455000,10.1,3163,4,2,2,608,Southern Metropolitan,7822
Carnegie,h,1667000,11.4,3163,4,2,2,615,Southern Metropolitan,7822
Carnegie,h,1450000,10.1,3163,3,2,2,621,Southern Metropolitan,7822
Carnegie,h,1966000,10.1,3163,4,2,2,627,Southern Metropolitan,7822
Carnegie,h,1830000,11.4,3163,3,2,2,687,Southern Metropolitan,7822
Carnegie,h,1646000,11.4,3163,3,2,2,721,Southern Metropolitan,7822
Carnegie,u,1275000,10.1,3163,3,2,2,750,Southern Metropolitan,7822
Carnegie,h,1600000,11.4,3163,4,2,2,751,Southern Metropolitan,7822
Carnegie,h,1550000,11.4,3163,4,2,2,757,Southern Metropolitan,7822
Carnegie,u,945000,11.4,3163,3,1,2,1103,Southern Metropolitan,7822
Carnegie,h,1410000,11.4,3163,4,3,3,650,Southern Metropolitan,7822
Carnegie,h,1400000,10.1,3163,3,2,3,818,Southern Metropolitan,7822
Carnegie,h,1880000,11.4,3163,3,2,3,932,Southern Metropolitan,7822
Carnegie,h,1423000,11.4,3163,4,3,4,838,Southern Metropolitan,7822
Caroline Springs,h,525000,14.8,3023,3,1,1,400,Western Metropolitan,7719
Caroline Springs,t,430000,14.8,3023,3,2,2,194,Western Metropolitan,7719
Caroline Springs,h,646000,14.8,3023,3,1,2,238,Western Metropolitan,7719
Caroline Springs,h,545000,14.8,3023,3,2,2,301,Western Metropolitan,7719
Caroline Springs,h,518000,14.8,3023,3,2,2,308,Western Metropolitan,7719
Caroline Springs,h,870000,14.8,3023,4,2,2,463,Western Metropolitan,7719
Caroline Springs,h,740000,14.8,3023,4,2,2,750,Western Metropolitan,7719
Caroline Springs,h,600000,14.8,3023,3,1,3,406,Western Metropolitan,7719
Caroline Springs,h,700000,14.8,3023,3,2,3,660,Western Metropolitan,7719
Caroline Springs,h,1150000,14.8,3023,5,5,4,688,Western Metropolitan,7719
Carrum,u,590000,31.2,3197,3,1,1,179,South-Eastern Metropolitan,1989
Carrum,t,495000,31.2,3197,2,1,1,198,South-Eastern Metropolitan,1989
Carrum,u,529000,31.2,3197,2,1,1,199,South-Eastern Metropolitan,1989
Carrum,h,825000,31.2,3197,3,2,1,355,South-Eastern Metropolitan,1989
Carrum,h,625000,31.2,3197,3,2,1,379,South-Eastern Metropolitan,1989
Carrum,u,687500,31.2,3197,3,2,2,216,South-Eastern Metropolitan,1989
Carrum,h,881000,31.2,3197,3,1,2,538,South-Eastern Metropolitan,1989
Carrum,h,845000,31.2,3197,4,2,2,633,South-Eastern Metropolitan,1989
Carrum,h,965000,31.2,3197,4,1,3,1000,South-Eastern Metropolitan,1989
Carrum Downs,h,480000,34.9,3201,3,1,0,528,South-Eastern Metropolitan,8060
Carrum Downs,h,546000,34.9,3201,3,1,1,646,South-Eastern Metropolitan,8060
Carrum Downs,h,532000,34.9,3201,3,1,2,474,South-Eastern Metropolitan,8060
Carrum Downs,h,500000,34.9,3201,3,2,2,509,South-Eastern Metropolitan,8060
Carrum Downs,h,609000,34.9,3201,4,2,2,549,South-Eastern Metropolitan,8060
Carrum Downs,h,525000,34.9,3201,4,2,2,550,South-Eastern Metropolitan,8060
Carrum Downs,h,578000,34.9,3201,3,2,2,673,South-Eastern Metropolitan,8060
Carrum Downs,h,552500,34.9,3201,3,2,2,779,South-Eastern Metropolitan,8060
Carrum Downs,h,561000,34.9,3201,3,1,2,787,South-Eastern Metropolitan,8060
Carrum Downs,h,615000,34.9,3201,3,2,2,804,South-Eastern Metropolitan,8060
Carrum Downs,h,403500,34.9,3201,2,2,3,339,South-Eastern Metropolitan,8060
Carrum Downs,h,647000,34.9,3201,4,2,4,688,South-Eastern Metropolitan,8060
Caulfield,h,1070000,8.7,3162,2,1,0,261,Southern Metropolitan,2379
Caulfield,u,570000,8.7,3162,2,1,1,601,Southern Metropolitan,2379
Caulfield,u,550000,8.9,3162,2,1,1,806,Southern Metropolitan,2379
Caulfield,u,323000,8.9,3162,1,1,1,820,Southern Metropolitan,2379
Caulfield,h,1090000,8.9,3162,2,1,2,275,Southern Metropolitan,2379
Caulfield,h,131000,8.9,3162,4,1,2,499,Southern Metropolitan,2379
Caulfield,h,1665000,8.9,3162,5,2,2,593,Southern Metropolitan,2379
Caulfield,t,1600000,8.9,3162,4,3,2,812,Southern Metropolitan,2379
Caulfield East,h,1000000,9.3,3145,2,1,1,472,Southern Metropolitan,608
Caulfield East,h,1335000,9.3,3145,5,2,1,521,Southern Metropolitan,608
Caulfield East,h,1550000,8.4,3145,4,2,1,642,Southern Metropolitan,608
Caulfield East,u,300000,8.4,3145,2,1,1,1961,Southern Metropolitan,608
Caulfield East,h,1380000,9.3,3145,3,1,2,658,Southern Metropolitan,608
Caulfield East,h,1609000,8.4,3145,4,2,2,664,Southern Metropolitan,608
Caulfield East,h,1650000,9.3,3145,20,1,2,875,Southern Metropolitan,608
Caulfield North,h,1400000,8.1,3161,3,1,0,270,Southern Metropolitan,6923
Caulfield North,h,1365000,8.1,3161,3,1,0,513,Southern Metropolitan,6923
Caulfield North,u,361000,7.8,3161,1,1,1,60,Southern Metropolitan,6923
Caulfield North,h,1870000,8.1,3161,3,2,1,339,Southern Metropolitan,6923
Caulfield North,h,1300000,8.1,3161,4,1,1,443,Southern Metropolitan,6923
Caulfield North,u,305000,8.1,3161,1,1,1,750,Southern Metropolitan,6923
Caulfield North,u,536000,8.1,3161,2,1,1,771,Southern Metropolitan,6923
Caulfield North,h,2170000,8.1,3161,4,2,1,810,Southern Metropolitan,6923
Caulfield North,u,610000,7.8,3161,2,1,1,816,Southern Metropolitan,6923
Caulfield North,u,580000,8.1,3161,2,1,1,934,Southern Metropolitan,6923
Caulfield North,u,622000,8.1,3161,2,2,1,934,Southern Metropolitan,6923
Caulfield North,u,290000,8.1,3161,1,1,1,952,Southern Metropolitan,6923
Caulfield North,u,450000,8.1,3161,2,1,1,1092,Southern Metropolitan,6923
Caulfield North,h,1417500,7.8,3161,2,1,2,307,Southern Metropolitan,6923
Caulfield North,h,1520000,7.8,3161,3,2,2,426,Southern Metropolitan,6923
Caulfield North,h,1925000,7.8,3161,4,2,2,494,Southern Metropolitan,6923
Caulfield North,h,1700000,8.1,3161,4,2,2,644,Southern Metropolitan,6923
Caulfield North,h,1750000,8.1,3161,3,2,2,692,Southern Metropolitan,6923
Caulfield North,h,2830000,8.1,3161,4,2,2,723,Southern Metropolitan,6923
Caulfield North,h,2005000,8.1,3161,4,2,3,361,Southern Metropolitan,6923
Caulfield North,h,2625000,8.1,3161,4,2,3,836,Southern Metropolitan,6923
Caulfield South,u,599000,9.3,3162,3,1,1,88,Southern Metropolitan,5051
Caulfield South,u,500000,9.3,3162,2,1,1,90,Southern Metropolitan,5051
Caulfield South,u,650000,9.3,3162,2,1,1,100,Southern Metropolitan,5051
Caulfield South,u,1091500,8.7,3162,2,2,1,225,Southern Metropolitan,5051
Caulfield South,h,1001000,9.3,3162,2,2,1,255,Southern Metropolitan,5051
Caulfield South,h,1065000,9.3,3162,2,1,1,273,Southern Metropolitan,5051
Caulfield South,u,1110000,9.3,3162,3,2,1,299,Southern Metropolitan,5051
Caulfield South,h,1350000,9.3,3162,3,2,1,305,Southern Metropolitan,5051
Caulfield South,h,1330000,9.3,3162,3,1,1,312,Southern Metropolitan,5051
Caulfield South,h,1160500,9.3,3162,3,2,1,358,Southern Metropolitan,5051
Caulfield South,h,1170000,9.3,3162,3,1,1,359,Southern Metropolitan,5051
Caulfield South,h,825000,9.3,3162,2,1,1,367,Southern Metropolitan,5051
Caulfield South,h,1115000,9.3,3162,2,1,1,402,Southern Metropolitan,5051
Caulfield South,h,1450000,9.3,3162,2,2,1,478,Southern Metropolitan,5051
Caulfield South,h,1340000,9.3,3162,2,1,1,505,Southern Metropolitan,5051
Caulfield South,h,1104000,9.3,3162,2,1,1,534,Southern Metropolitan,5051
Caulfield South,u,295000,8.7,3162,1,1,1,811,Southern Metropolitan,5051
Caulfield South,u,525500,9.3,3162,2,1,1,831,Southern Metropolitan,5051
Caulfield South,u,790000,8.7,3162,2,1,1,919,Southern Metropolitan,5051
Caulfield South,t,1030000,9.3,3162,4,2,2,216,Southern Metropolitan,5051
Caulfield South,t,1000000,9.3,3162,3,2,2,265,Southern Metropolitan,5051
Caulfield South,h,1225000,9.3,3162,2,1,2,284,Southern Metropolitan,5051
Caulfield South,h,1470000,9.3,3162,3,2,2,296,Southern Metropolitan,5051
Caulfield South,h,997000,9.3,3162,2,1,2,311,Southern Metropolitan,5051
Caulfield South,h,1314000,9.3,3162,3,1,2,339,Southern Metropolitan,5051
Caulfield South,h,1577500,9.3,3162,3,2,2,357,Southern Metropolitan,5051
Caulfield South,h,1460000,9.3,3162,3,1,2,451,Southern Metropolitan,5051
Caulfield South,h,1262000,9.3,3162,4,2,2,464,Southern Metropolitan,5051
Caulfield South,h,1200000,9.3,3162,3,2,2,494,Southern Metropolitan,5051
Caulfield South,h,1570000,9.3,3162,3,1,2,520,Southern Metropolitan,5051
Caulfield South,h,2450000,8.7,3162,5,4,2,554,Southern Metropolitan,5051
Caulfield South,h,1774500,9.3,3162,4,2,2,575,Southern Metropolitan,5051
Caulfield South,h,1550000,8.7,3162,4,1,2,584,Southern Metropolitan,5051
Caulfield South,h,1700000,8.7,3162,4,2,2,627,Southern Metropolitan,5051
Caulfield South,h,1916000,9.3,3162,4,2,2,630,Southern Metropolitan,5051
Caulfield South,h,1570000,9.3,3162,3,2,2,641,Southern Metropolitan,5051
Caulfield South,h,1303500,9.3,3162,3,1,2,699,Southern Metropolitan,5051
Caulfield South,h,960000,8.7,3162,2,1,3,294,Southern Metropolitan,5051
Caulfield South,t,1410000,9.3,3162,4,2,3,342,Southern Metropolitan,5051
Caulfield South,h,1960000,9.3,3162,5,3,4,708,Southern Metropolitan,5051
Chadstone,t,845000,13.6,3148,3,2,1,177,Southern Metropolitan,3582
Chadstone,t,752000,13.6,3148,3,2,1,182,Southern Metropolitan,3582
Chadstone,t,881000,13.6,3148,3,2,1,188,Southern Metropolitan,3582
Chadstone,h,674000,11.7,3148,2,1,1,218,Southern Metropolitan,3582
Chadstone,u,700000,13.6,3148,2,2,1,224,Southern Metropolitan,3582
Chadstone,h,740000,11.7,3148,3,1,1,280,Southern Metropolitan,3582
Chadstone,h,995000,11.7,3148,4,2,1,402,Southern Metropolitan,3582
Chadstone,h,1002000,13.6,3148,2,1,1,585,Southern Metropolitan,3582
Chadstone,h,1080000,11.7,3148,3,1,1,588,Southern Metropolitan,3582
Chadstone,h,1460000,13.6,3148,3,1,1,705,Southern Metropolitan,3582
Chadstone,h,705000,13.6,3148,2,1,1,842,Southern Metropolitan,3582
Chadstone,h,1415500,13.6,3148,3,2,1,1033,Southern Metropolitan,3582
Chadstone,h,650000,13.6,3148,3,2,2,160,Southern Metropolitan,3582
Chadstone,t,1042500,13.6,3148,4,3,2,209,Southern Metropolitan,3582
Chadstone,t,820000,13.6,3148,3,2,2,213,Southern Metropolitan,3582
Chadstone,u,701000,13.6,3148,3,2,2,235,Southern Metropolitan,3582
Chadstone,t,965000,13.6,3148,4,3,2,273,Southern Metropolitan,3582
Chadstone,t,1050000,11.7,3148,5,2,2,276,Southern Metropolitan,3582
Chadstone,t,865000,13.6,3148,3,2,2,277,Southern Metropolitan,3582
Chadstone,u,988000,13.6,3148,3,2,2,286,Southern Metropolitan,3582
Chadstone,h,890000,13.6,3148,4,3,2,288,Southern Metropolitan,3582
Chadstone,u,960000,11.7,3148,3,2,2,382,Southern Metropolitan,3582
Chadstone,t,905000,13.6,3148,3,1,2,418,Southern Metropolitan,3582
Chadstone,h,1260000,13.6,3148,4,2,2,500,Southern Metropolitan,3582
Chadstone,h,920000,13.6,3148,4,2,2,515,Southern Metropolitan,3582
Chadstone,h,992000,13.6,3148,3,1,2,586,Southern Metropolitan,3582
Chadstone,h,1507000,13.6,3148,4,2,2,600,Southern Metropolitan,3582
Chadstone,h,1000000,13.6,3148,3,1,2,606,Southern Metropolitan,3582
Chadstone,h,1301000,13.6,3148,3,1,2,620,Southern Metropolitan,3582
Chadstone,h,1310000,11.7,3148,5,2,2,627,Southern Metropolitan,3582
Chadstone,h,1000000,13.6,3148,3,1,2,630,Southern Metropolitan,3582
Chadstone,h,510000,11.7,3148,2,1,2,897,Southern Metropolitan,3582
Chadstone,h,990000,11.7,3148,3,2,2,6000,Southern Metropolitan,3582
Chadstone,t,977500,11.7,3148,3,3,3,209,Southern Metropolitan,3582
Chelsea,u,525000,27,3196,2,1,1,506,South-Eastern Metropolitan,3906
Chelsea,u,639000,27,3196,2,1,2,278,South-Eastern Metropolitan,3906
Chelsea,h,750000,27,3196,3,1,2,463,South-Eastern Metropolitan,3906
Chelsea,h,840000,27,3196,3,2,2,534,South-Eastern Metropolitan,3906
Chelsea,h,875000,27,3196,3,1,3,534,South-Eastern Metropolitan,3906
Chelsea Heights,h,725000,27,3196,3,1,1,534,South-Eastern Metropolitan,2076
Chelsea Heights,h,710000,27,3196,3,1,1,650,South-Eastern Metropolitan,2076
Chelsea Heights,h,732000,27,3196,4,2,2,536,South-Eastern Metropolitan,2076
Chelsea Heights,h,835500,27,3196,5,5,4,570,South-Eastern Metropolitan,2076
Cheltenham,t,751000,17.9,3192,2,1,1,171,Southern Metropolitan,9758
Cheltenham,h,800000,17.9,3192,3,1,1,366,Southern Metropolitan,9758
Cheltenham,h,1138000,17.9,3192,4,2,1,536,Southern Metropolitan,9758
Cheltenham,h,1230000,17.9,3192,3,1,1,584,Southern Metropolitan,9758
Cheltenham,h,1095000,17.9,3192,3,2,1,637,Southern Metropolitan,9758
Cheltenham,t,955000,17.9,3192,2,2,1,836,Southern Metropolitan,9758
Cheltenham,u,601000,17.9,3192,2,1,1,1078,Southern Metropolitan,9758
Cheltenham,t,795000,17.9,3192,3,2,2,138,Southern Metropolitan,9758
Cheltenham,t,950000,17.9,3192,3,3,2,160,Southern Metropolitan,9758
Cheltenham,u,560000,17.9,3192,2,1,2,182,Southern Metropolitan,9758
Cheltenham,u,535000,17.9,3192,2,1,2,215,Southern Metropolitan,9758
Cheltenham,t,861000,17.9,3192,3,2,2,305,Southern Metropolitan,9758
Cheltenham,h,755000,17.9,3192,3,1,2,350,Southern Metropolitan,9758
Cheltenham,t,745000,17.9,3192,2,1,2,359,Southern Metropolitan,9758
Cheltenham,h,920000,17.9,3192,4,2,2,530,Southern Metropolitan,9758
Cheltenham,h,1010000,17.9,3192,3,1,2,532,Southern Metropolitan,9758
Cheltenham,h,877000,17.9,3192,3,1,2,533,Southern Metropolitan,9758
Cheltenham,h,1160000,17.9,3192,3,2,2,534,Southern Metropolitan,9758
Cheltenham,h,900000,17.9,3192,3,1,2,537,Southern Metropolitan,9758
Cheltenham,h,1050000,17.9,3192,3,1,2,539,Southern Metropolitan,9758
Cheltenham,h,910000,17.9,3192,3,1,2,541,Southern Metropolitan,9758
Cheltenham,h,1199000,17.9,3192,3,2,2,552,Southern Metropolitan,9758
Cheltenham,h,1015000,17.9,3192,3,1,2,566,Southern Metropolitan,9758
Cheltenham,h,1140000,17.9,3192,5,2,2,570,Southern Metropolitan,9758
Cheltenham,h,948000,17.9,3192,3,1,2,570,Southern Metropolitan,9758
Cheltenham,h,1200000,17.9,3192,4,2,2,582,Southern Metropolitan,9758
Cheltenham,h,1145000,17.9,3192,3,1,2,584,Southern Metropolitan,9758
Cheltenham,h,1160000,17.9,3192,4,2,2,585,Southern Metropolitan,9758
